subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
English Language,Basic 5,Grammar - Sentence Types,What punctuation ends an exclamatory sentence?,multiple_choice,d,Exclamatory sentences end with an exclamation mark (!).,easy,10,45,Period (.),Comma (,),Question mark (?),Exclamation mark (!)
English Language,Basic 5,Grammar - Sentence Types,Which sentence shows strong feeling?,multiple_choice,b,'How excited I am!' shows strong emotion with exclamatory structure.,medium,10,75,I am excited,How excited I am!,Am I excited?,Be excited
English Language,Basic 5,Grammar - Sentence Types,What type is: 'Do you like ice cream?'?,multiple_choice,b,This is an interrogative sentence asking a question.,easy,10,60,Declarative,Interrogative,Imperative,Exclamatory
English Language,Basic 5,Grammar - Sentence Types,Choose the declarative sentence:,multiple_choice,a,'Fish live in water' makes a simple statement.,medium,10,75,Fish live in water,Do fish live in water?,Swim like a fish,How well fish swim!
English Language,Basic 5,Grammar - Sentence Types,What punctuation mark ends a question?,multiple_choice,c,Questions end with a question mark (?).,easy,10,30,Period (.),Comma (,),Question mark (?),Exclamation mark (!)
English Language,Basic 5,Vocabulary - Synonyms and Antonyms,What is a synonym for 'big'?,multiple_choice,b,'Large' means the same as 'big'.,easy,10,45,small,large,tiny,little
English Language,Basic 5,Vocabulary - Synonyms and Antonyms,What is the opposite of 'happy'?,multiple_choice,c,'Sad' is the opposite of 'happy'.,easy,10,30,glad,joyful,sad,cheerful
English Language,Basic 5,Vocabulary - Synonyms and Antonyms,Choose a synonym for 'fast'.,multiple_choice,d,'Quick' means the same as 'fast'.,easy,10,45,slow,lazy,tired,quick
English Language,Basic 5,Vocabulary - Synonyms and Antonyms,What is the antonym of 'tall'?,multiple_choice,a,'Short' is the opposite of 'tall'.,easy,10,45,short,high,long,big
English Language,Basic 5,Vocabulary - Synonyms and Antonyms,Find a synonym for 'glad'.,multiple_choice,c,'Happy' means the same as 'glad'.,medium,10,60,sad,angry,happy,tired
English Language,Basic 5,Vocabulary - Synonyms and Antonyms,What is the opposite of 'day'?,multiple_choice,b,'Night' is the opposite of 'day'.,easy,10,30,morning,night,evening,afternoon
English Language,Basic 5,Vocabulary - Synonyms and Antonyms,Choose a synonym for 'little'.,multiple_choice,a,'Small' means the same as 'little'.,easy,10,45,small,big,huge,large
English Language,Basic 5,Vocabulary - Synonyms and Antonyms,What is the antonym of 'hot'?,multiple_choice,d,'Cold' is the opposite of 'hot'.,easy,10,45,warm,cool,heat,cold
English Language,Basic 5,Vocabulary - Synonyms and Antonyms,Find a synonym for 'begin'.,multiple_choice,b,'Start' means the same as 'begin'.,medium,10,45,end,start,finish,stop
English Language,Basic 5,Vocabulary - Synonyms and Antonyms,What is the opposite of 'clean'?,multiple_choice,c,'Dirty' is the opposite of 'clean'.,easy,10,45,neat,tidy,dirty,fresh
English Language,Basic 5,Vocabulary - Word Formation,What is the plural of 'book'?,multiple_choice,c,The plural of 'book' is 'books' (add 's').,easy,10,45,book,bookes,books,book's
English Language,Basic 5,Vocabulary - Word Formation,Add '-ed' to 'walk'. What do you get?,multiple_choice,b,'Walk' + '-ed' = 'walked' (regular past tense).,easy,10,45,walking,walked,walker,walks
English Language,Basic 5,Vocabulary - Word Formation,What is the past tense of 'jump'?,multiple_choice,a,'Jump' + '-ed' = 'jumped' (regular verb).,easy,10,45,jumped,jumping,jumps,jumper
English Language,Basic 5,Vocabulary - Word Formation,Make 'quick' into an adverb.,multiple_choice,d,'Quick' + '-ly' = 'quickly'.,medium,10,75,quicker,quickest,quicken,quickly
English Language,Basic 5,Vocabulary - Word Formation,What is the plural of 'cat'?,multiple_choice,c,'Cat' + 's' = 'cats'.,easy,10,45,cat,cates,cats,cat's
English Language,Basic 5,Vocabulary - Word Formation,Add 'un-' to 'kind'. What does it mean?,multiple_choice,a,'Un-' means 'not' so 'unkind' means 'not kind'.,medium,10,75,not kind,very kind,more kind,less kind
English Language,Basic 5,Vocabulary - Word Formation,What is the comparative form of 'big'?,multiple_choice,b,'Big' + '-ger' = 'bigger' (comparative form).,medium,10,60,big,bigger,biggest,more big
English Language,Basic 5,Vocabulary - Word Formation,Make 'help' into a noun meaning 'one who helps'.,multiple_choice,c,'Help' + '-er' = 'helper'.,medium,10,75,helpful,helping,helper,helped
English Language,Basic 5,Vocabulary - Word Formation,What is the superlative form of 'small'?,multiple_choice,d,'Small' becomes 'smallest' in superlative form.,medium,10,75,smaller,more small,most small,smallest
English Language,Basic 5,Vocabulary - Word Formation,Add '-ing' to 'sing'. What do you get?,multiple_choice,a,'Sing' + '-ing' = 'singing'.,easy,10,45,singing,singed,singer,sings
English Language,Basic 5,Reading Comprehension - Main Ideas,What is the main idea of a story about a boy who finds a lost puppy?,multiple_choice,b,The main idea focuses on the boy finding a lost puppy.,medium,10,90,The boy is kind,A boy finds a lost puppy,Puppies are cute,Dogs are pets
English Language,Basic 5,Reading Comprehension - Main Ideas,In a story about children helping to clean the park what is the main topic?,multiple_choice,c,The main topic is about children helping to clean the park.,easy,10,75,Children playing,Parks are dirty,Children helping to clean park,Environmental care
English Language,Basic 5,Reading Comprehension - Main Ideas,What would be the best title for a story about a girl who learns to ride a bicycle?,multiple_choice,d,The title should reflect the main event: learning to ride a bicycle.,medium,10,90,Bicycles are fun,Girls can do anything,Exercise is good,A Girl Learns to Ride
English Language,Basic 5,Reading Comprehension - Main Ideas,If a paragraph talks about different animals in the zoo what is it mainly about?,multiple_choice,a,The paragraph's main focus is on zoo animals.,easy,10,60,Animals in the zoo,Visiting places,Wild animals,Pet animals
English Language,Basic 5,Reading Comprehension - Main Ideas,What is the main idea of a text about the importance of drinking water?,multiple_choice,c,The main idea focuses on why drinking water is important.,medium,10,90,Water is wet,Water is everywhere,Importance of drinking water,Water comes from rivers
English Language,Basic 5,Reading Comprehension - Main Ideas,In a story about two friends sharing toys what is the central theme?,multiple_choice,b,The central theme is about sharing between friends.,easy,10,75,Toys are expensive,Sharing between friends,Playing games,Having fun
English Language,Basic 5,Reading Comprehension - Main Ideas,What would be the main point of an article about eating vegetables?,multiple_choice,d,The main point would be about the benefits of eating vegetables.,medium,10,90,Vegetables are green,Vegetables grow in gardens,Vegetables taste good,Benefits of eating vegetables
English Language,Basic 5,Reading Comprehension - Main Ideas,If a passage describes how to plant a seed what is its purpose?,multiple_choice,a,The purpose is to give instructions on planting seeds.,medium,10,90,To give instructions on planting seeds,To talk about plants,To discuss gardening tools,To explain plant growth
English Language,Basic 5,Reading Comprehension - Main Ideas,What is the main idea of a story about a student who practices and wins a race?,multiple_choice,c,The main idea connects practice with success in winning.,medium,10,120,Students like sports,Races are exciting,Practice leads to success,Running is healthy
English Language,Basic 5,Reading Comprehension - Main Ideas,In a text about different types of food what is the main focus?,multiple_choice,a,The main focus is on different types of food.,easy,10,60,Different types of food,Cooking methods,Eating habits,Food prices
English Language,Basic 5,Reading Comprehension - Details,Read: 'Tom has 2 dogs. One is brown and one is black.' How many dogs does Tom have?,multiple_choice,b,The text clearly states 'Tom has 2 dogs'.,easy,10,45,1,2,3,4
English Language,Basic 5,Reading Comprehension - Details,From: 'The shop opens at 8 AM and closes at 6 PM.' When does the shop open?,multiple_choice,a,The text states the shop 'opens at 8 AM'.,easy,10,45,8 AM,6 PM,2 PM,10 AM
English Language,Basic 5,Reading Comprehension - Details,'Lisa bought 4 apples and 2 bananas.' How many fruits did Lisa buy in total?,multiple_choice,c,4 apples + 2 bananas = 6 fruits total.,medium,10,60,2,4,6,8
English Language,Basic 5,Reading Comprehension - Details,Read: 'The green ball is bigger than the red ball.' Which ball is bigger?,multiple_choice,a,The text states 'The green ball is bigger'.,easy,10,45,Green ball,Red ball,Both balls,Cannot tell
English Language,Basic 5,Reading Comprehension - Details,'Ahmed lives on Main Street with his mother and father.' Who does Ahmed live with?,multiple_choice,b,The text mentions 'his mother and father'.,easy,10,60,Only his mother,His mother and father,Only his father,His grandparents
English Language,Basic 5,Reading Comprehension - Details,From: 'The movie starts at 3:00 PM and lasts for 1 hour.' When does the movie end?,multiple_choice,c,3:00 PM + 1 hour = 4:00 PM.,medium,10,75,3:00 PM,3:30 PM,4:00 PM,5:00 PM
English Language,Basic 5,Reading Comprehension - Details,'In the basket there are 5 oranges 3 apples and 2 mangoes.' How many oranges are there?,multiple_choice,a,The text clearly states '5 oranges'.,easy,10,45,5,3,2,10
English Language,Basic 5,Reading Comprehension - Details,Read: 'Sarah is 10 years old and her brother is 7 years old.' How old is Sarah?,multiple_choice,a,The text states 'Sarah is 10 years old'.,easy,10,45,10,7,3,17
English Language,Basic 5,Reading Comprehension - Details,'The red pencil costs 50p and the blue pencil costs 75p.' Which pencil costs more?,multiple_choice,d,75p (blue pencil) is more than 50p (red pencil).,medium,10,60,Red pencil,Both cost the same,Cannot tell,Blue pencil
English Language,Basic 5,Reading Comprehension - Details,From: 'There are 12 boys and 15 girls in the class.' How many boys are in the class?,multiple_choice,a,The text states 'there are 12 boys'.,easy,10,45,12,15,27,3
English Language,Basic 5,Writing - Sentence Construction,Which is a complete sentence?,multiple_choice,b,'The cat sleeps' has a subject (cat) and predicate (sleeps).,medium,10,75,Sleeping cat,The cat sleeps,On the bed,Very tired
English Language,Basic 5,Writing - Sentence Construction,What is missing in: 'The children happy'?,multiple_choice,c,The sentence needs a verb like 'are' to be complete.,medium,10,90,Subject,Object,Verb,Adjective
English Language,Basic 5,Writing - Sentence Construction,Choose the correctly written sentence:,multiple_choice,a,'I like to play football' is grammatically correct with proper word order.,medium,10,90,I like to play football,Football I like to play,To play football I like,Like I to play football
English Language,Basic 5,Writing - Sentence Construction,Which sentence has correct punctuation?,multiple_choice,d,'Where do you live?' is a question and needs a question mark.,medium,10,75,Where do you live,Where do you live.,Where do you live!,Where do you live?
English Language,Basic 5,Writing - Sentence Construction,Complete this sentence: 'The children _____ in the playground.',multiple_choice,b,'Play' is the correct verb form for plural subject.,medium,10,60,plays,play,playing,played
English Language,Basic 5,Writing - Sentence Construction,Which is the best way to start a sentence?,multiple_choice,a,Sentences should start with a capital letter.,easy,10,45,Capital letter,Small letter,Number,Symbol
English Language,Basic 5,Writing - Sentence Construction,Choose the sentence with correct word order:,multiple_choice,c,'We go to school every day' follows correct English word order.,medium,10,90,Go we to school every day,To school we go every day,We go to school every day,Every day to school we go
English Language,Basic 5,Writing - Sentence Construction,What should come at the end of a statement?,multiple_choice,b,Statements end with a period (full stop).,easy,10,45,Comma,Period,Question mark,Exclamation mark
English Language,Basic 5,Writing - Sentence Construction,Which sentence is complete?,multiple_choice,d,'The teacher reads a story' has both subject and complete predicate.,medium,10,90,The teacher,Reads a story,In the classroom,The teacher reads a story
English Language,Basic 5,Writing - Sentence Construction,Choose the correct sentence:,multiple_choice,a,'They are playing games' uses correct grammar and verb form.,medium,10,75,They are playing games,They is playing games,They am playing games,They be playing games
English Language,Basic 5,Spelling and Phonics,Which word is spelled correctly?,multiple_choice,b,'House' is the correct spelling.,easy,10,60,hous,house,howse,houes
English Language,Basic 5,Spelling and Phonics,Choose the correct spelling:,multiple_choice,c,'Water' is spelled correctly.,medium,10,60,watter,watre,water,weter
English Language,Basic 5,Spelling and Phonics,Which word rhymes with 'ball'?,multiple_choice,a,'Call' rhymes with 'ball' (both end with '-all' sound).,easy,10,45,call,book,tree,sun
English Language,Basic 5,Spelling and Phonics,How many syllables are in 'banana'?,multiple_choice,c,'Ba-na-na' has 3 syllables.,medium,10,60,2,4,3,5
English Language,Basic 5,Spelling and Phonics,Which word starts with the same sound as 'cat'?,multiple_choice,d,'Car' starts with the same 'c' sound as 'cat'.,medium,10,75,dog,fish,bird,car
English Language,Basic 5,Spelling and Phonics,Choose the correctly spelled word:,multiple_choice,a,'Book' is the correct spelling.,easy,10,45,book,buk,bouk,bok
English Language,Basic 5,Spelling and Phonics,Which word has a silent letter?,multiple_choice,c,'Lamb' has a silent 'b' at the end.,medium,10,75,cat,dog,lamb,fish
English Language,Basic 5,Spelling and Phonics,What sound does 'sh' make in 'ship'?,multiple_choice,b,'Sh' in 'ship' makes the /sh/ sound.,medium,10,60,/s/ sound,/sh/ sound,/ch/ sound,/th/ sound
English Language,Basic 5,Spelling and Phonics,Which word is spelled correctly?,multiple_choice,d,'Come' is the correct spelling.,medium,10,75,cum,kom,kome,come
English Language,Basic 5,Spelling and Phonics,Choose the word that rhymes with 'tree':,multiple_choice,c,'Free' rhymes with 'tree' (both end with '-ee' sound).,medium,10,60,car,dog,free,book
English Language,Basic 5,Punctuation,Which sentence uses capital letters correctly?,multiple_choice,a,'I live in Accra' correctly capitalizes the first word and proper noun.,medium,10,75,I live in Accra,i live in accra,I Live In Accra,i Live in accra
English Language,Basic 5,Punctuation,Where should the comma go: 'I have a pen a book and a ruler'?,multiple_choice,c,Commas separate items in a list: 'I have a pen, a book, and a ruler'.,medium,10,90,After have,After pen,After pen and book,No comma needed
English Language,Basic 5,Punctuation,Which sentence is punctuated correctly?,multiple_choice,b,'Hi, how are you?' needs a comma after 'Hi' and question mark at end.,medium,10,90,Hi how are you,Hi how are you?,Hi, how are you?,Hi; how are you?
English Language,Basic 5,Punctuation,What punctuation mark shows ownership?,multiple_choice,d,An apostrophe (') shows ownership as in 'Tom's bag'.,medium,10,75,Comma,Period,Question mark,Apostrophe
English Language,Basic 5,Punctuation,Choose the correctly punctuated sentence:,multiple_choice,a,'It's raining today!' correctly uses apostrophe for contraction and exclamation mark.,medium,10,90,It's raining today!,Its raining today,It's raining today,Its raining today!
English Language,Basic 5,Punctuation,Where does the apostrophe go in 'the cats toy'?,multiple_choice,b,'The cat's toy' shows the toy belongs to the cat.,medium,10,75,cats',cat's,cats,No apostrophe needed
English Language,Basic 5,Punctuation,Which sentence needs a question mark?,multiple_choice,c,'How old are you' is a question and needs a question mark.,easy,10,60,I am ten years old,Please tell me your age,How old are you,You are ten years old
English Language,Basic 5,Punctuation,Choose the correct punctuation: 'No I don't want to go',multiple_choice,d,'No, I don't want to go.' needs a comma after 'No' and period at end.,medium,10,75,No I don't want to go,No I don't want to go!,No I don't want to go?,No, I don't want to go.
English Language,Basic 5,Punctuation,What punctuation ends an exclamatory sentence?,multiple_choice,c,Exclamatory sentences end with an exclamation mark (!).,easy,10,45,Period,Comma,Exclamation mark,Question mark
English Language,Basic 5,Punctuation,Which shows the correct use of quotation marks?,multiple_choice,a,'He said "Good morning"' correctly uses quotation marks around spoken words.,medium,10,90,He said "Good morning",He said Good morning,He "said" Good morning,"He said Good morning"
English Language,Basic 5,Oral Communication,What is the most important thing when speaking to others?,multiple_choice,b,Speaking clearly ensures others can understand what you're saying.,medium,10,75,Speaking loudly,Speaking clearly,Speaking quickly,Speaking softly
English Language,Basic 5,Oral Communication,When someone is talking to you what should you do?,multiple_choice,c,Good listening means paying attention and looking at the speaker.,medium,10,90,Look away,Think about other things,Listen carefully and look at them,Talk at the same time
English Language,Basic 5,Oral Communication,What should you say when you meet someone?,multiple_choice,a,'Hello' or similar greetings are appropriate when meeting people.,easy,10,60,Hello,Goodbye,Thank you,Sorry
English Language,Basic 5,Oral Communication,How should you ask for something politely?,multiple_choice,d,'Please' makes requests polite and respectful.,easy,10,60,Give me that,I want that,That is mine,Please may I have that
English Language,Basic 5,Oral Communication,What should you do if you don't understand something someone said?,multiple_choice,b,Asking for clarification shows you're listening and want to understand.,medium,10,90,Pretend you understand,Ask them to explain,Walk away,Change the topic
English Language,Basic 5,Oral Communication,When giving directions what should you do?,multiple_choice,c,Clear step-by-step directions help others follow your instructions.,medium,10,90,Speak very fast,Use difficult words,Speak clearly and give steps,Point without speaking
English Language,Basic 5,Oral Communication,What is good manners when talking?,multiple_choice,a,Taking turns to speak shows respect and good manners.,medium,10,90,Take turns to speak,Talk at the same time,Never let others speak,Interrupt frequently
English Language,Basic 5,Oral Communication,How should you interrupt someone politely?,multiple_choice,d,'Excuse me' is a polite way to interrupt when necessary.,medium,10,75,Just start talking,Shout loudly,Tap them hard,Say 'Excuse me'
English Language,Basic 5,Oral Communication,What should you do when someone helps you?,multiple_choice,b,'Thank you' shows appreciation for help received.,easy,10,45,Say nothing,Say thank you,Ask for more help,Walk away
English Language,Basic 5,Oral Communication,How should you speak in class?,multiple_choice,c,Raising your hand shows respect and maintains classroom order.,medium,10,75,Shout out answers,Whisper to friends,Raise your hand before speaking,Never speak
English Language,Basic 5,Creative Writing,What should every story have?,multiple_choice,d,Stories need a beginning (introduction) middle (development) and end (conclusion).,medium,10,90,Only characters,Only setting,Only problem,Beginning middle and end
English Language,Basic 5,Creative Writing,What is a good way to start a story?,multiple_choice,a,An interesting opening captures the reader's attention from the start.,medium,10,90,With an interesting opening,With the ending,With a long description,With difficult words
English Language,Basic 5,Creative Writing,What are characters in a story?,multiple_choice,b,Characters are the people or animals that the story is about.,easy,10,60,The setting,The people or animals in the story,The problem,The ending
English Language,Basic 5,Creative Writing,What is the setting of a story?,multiple_choice,c,Setting refers to where and when the story takes place.,medium,10,75,The main character,The problem,Where and when the story happens,The ending
English Language,Basic 5,Creative Writing,What makes writing interesting?,multiple_choice,d,Descriptive words help readers visualize and engage with the story.,medium,10,90,Long sentences,Difficult words,No punctuation,Using descriptive words
English Language,Basic 5,Creative Writing,What should you do before writing a story?,multiple_choice,a,Planning helps organize ideas and creates a better story structure.,medium,10,75,Plan your ideas,Start writing immediately,Copy another story,Use only simple words
English Language,Basic 5,Creative Writing,What is dialogue in a story?,multiple_choice,b,Dialogue is the conversation between characters in a story.,medium,10,75,Description of places,Words characters say to each other,The story ending,The main problem
English Language,Basic 5,Creative Writing,How should you end a story?,multiple_choice,c,A satisfying conclusion wraps up the story and resolves the main problem.,medium,10,120,Very quickly,With a question,In a satisfying way,By starting a new problem
English Language,Basic 5,Creative Writing,What is important when describing a character?,multiple_choice,d,Good character description includes both physical appearance and personality traits.,hard,15,120,Only their age,Only their clothes,Only their name,Their appearance and personality
English Language,Basic 5,Creative Writing,What makes a story exciting?,multiple_choice,a,Action and interesting events keep readers engaged and wanting to know more.,medium,10,90,Action and interesting events,Long descriptions,Difficult vocabulary,No dialogue
English Language,Basic 5,Comprehension Strategies,What should you do before reading a story?,multiple_choice,b,Looking at the title and pictures gives clues about the story content.,medium,10,90,Read very fast,Look at the title and pictures,Skip to the end,Read out loud
English Language,Basic 5,Comprehension Strategies,What helps you understand new words while reading?,multiple_choice,c,Context clues from surrounding words help determine meaning of unfamiliar words.,hard,15,120,Skip the word,Stop reading,Use clues from other words around it,Ask someone immediately
English Language,Basic 5,Comprehension Strategies,What should you do after reading a story?,multiple_choice,d,Thinking about what happened helps improve comprehension and retention.,medium,10,90,Forget about it,Read another story immediately,Put the book away,Think about what happened
English Language,Basic 5,Comprehension Strategies,How can you remember what you read?,multiple_choice,a,Asking yourself questions about the content helps with understanding and memory.,hard,15,120,Ask yourself questions about the story,Read very fast,Don't think about it,Only read once
English Language,Basic 5,Comprehension Strategies,What should you do if you don't understand part of a story?,multiple_choice,b,Re-reading difficult parts often helps clarify meaning and understanding.,medium,10,90,Skip that part,Read it again slowly,Stop reading,Ask someone else to read it
English Language,Basic 5,Comprehension Strategies,Why is it good to predict what might happen next in a story?,multiple_choice,c,Making predictions keeps readers engaged and helps with comprehension.,hard,15,120,It's fun,It saves time,It helps you understand better,It's required
English Language,Basic 5,Comprehension Strategies,What helps you understand the main idea?,multiple_choice,d,Thinking about the most important parts helps identify the main idea.,medium,10,120,Reading very fast,Focusing on small details,Memorizing every word,Thinking about the most important parts
English Language,Basic 5,Comprehension Strategies,How can pictures help with reading?,multiple_choice,a,Pictures provide visual clues that support and enhance text comprehension.,medium,10,90,They give clues about the story,They are just decoration,They make books heavy,They are not important
English Language,Basic 5,Comprehension Strategies,What should you do when you finish reading?,multiple_choice,b,Summarizing in your own words demonstrates and reinforces understanding.,hard,15,120,Close the book immediately,Tell someone about it in your own words,Forget what you read,Start reading something else
English Language,Basic 5,Comprehension Strategies,Why should you read the title before reading a story?,multiple_choice,c,The title often gives important clues about the story's content and theme.,medium,10,90,It's a rule,It looks nice,It tells you what the story might be about,It's always interesting
English Language,Basic 5,Listening Skills,What should you do when someone is giving instructions?,multiple_choice,b,Active listening and paying attention ensures you understand the instructions correctly.,medium,10,90,Look around the room,Listen carefully and pay attention,Think about other things,Talk to your friend
English Language,Basic 5,Listening Skills,How can you show you are listening?,multiple_choice,c,Looking at the speaker shows respect and attention.,easy,10,60,Look away,Close your eyes,Look at the person speaking,Cover your ears
English Language,Basic 5,Listening Skills,What should you do if you miss part of what someone said?,multiple_choice,d,Politely asking for repetition shows you care about understanding correctly.,medium,10,90,Pretend you heard it,Guess what they said,Ignore it,Ask them to repeat it
English Language,Basic 5,Listening Skills,Why is listening important?,multiple_choice,a,Good listening helps us learn understand others and communicate effectively.,medium,10,120,It helps us learn and understand,It's a school rule,It makes us popular,It's easy to do
English Language,Basic 5,Listening Skills,What makes someone a good listener?,multiple_choice,b,Good listeners pay attention don't interrupt and show they care about what's being said.,hard,15,120,They talk a lot,They pay attention and don't interrupt,They always agree,They ask many questions
English Language,Basic 5,Listening Skills,When should you ask questions while listening?,multiple_choice,c,Questions should be asked after the speaker finishes to avoid interrupting.,medium,10,90,Never,While they are talking,After they finish speaking,Before they start
English Language,Basic 5,Listening Skills,What should you avoid while listening?,multiple_choice,d,Interrupting is rude and prevents effective communication.,medium,10,75,Paying attention,Looking at the speaker,Asking questions,Interrupting the speaker
English Language,Basic 5,Listening Skills,How can you remember what you heard?,multiple_choice,a,Taking mental notes or focusing on key points helps with retention.,hard,15,120,Think about the main points,Think about something else,Look around,Talk to others
English Language,Basic 5,Listening Skills,What is active listening?,multiple_choice,b,Active listening involves full attention engagement and response to the speaker.,hard,15,120,Listening to music,Paying full attention and responding,Listening while doing other things,Pretending to listen
English Language,Basic 5,Listening Skills,Why should you not interrupt when someone is speaking?,multiple_choice,c,Interrupting is disrespectful and can cause misunderstandings.,medium,10,90,It's against the law,It's too difficult,It's rude and disrespectful,It takes too much time
English Language,Basic 5,Poetry and Rhyme,What is a poem?,multiple_choice,b,A poem is a piece of writing that often uses rhythm rhyme and imagery.,medium,10,90,A long story,A piece of writing with rhythm and rhyme,A factual report,A letter
English Language,Basic 5,Poetry and Rhyme,What are words that sound alike called?,multiple_choice,c,Rhyming words have the same ending sound like 'cat' and 'hat'.,easy,10,60,Synonyms,Antonyms,Rhyming words,Adjectives
English Language,Basic 5,Poetry and Rhyme,What is a group of lines in a poem called?,multiple_choice,d,A stanza is a group of lines in a poem like a paragraph in prose.,medium,10,75,Sentence,Paragraph,Chapter,Stanza
English Language,Basic 5,Poetry and Rhyme,Which words rhyme with 'sun'?,multiple_choice,a,'Fun' and 'run' rhyme with 'sun' (all end with '-un' sound).,medium,10,75,fun and run,cat and dog,big and small,hot and cold
English Language,Basic 5,Poetry and Rhyme,What gives a poem its musical quality?,multiple_choice,b,Rhythm is the beat or pattern that gives poems their musical quality.,medium,10,90,Long words,Rhythm,Difficult words,Many characters
