subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
Social Studies,Basic 4,Our Community - Neighborhood,How can children help in the neighborhood?,multiple_choice,b,Children can keep the area clean respect elders and report problems to adults.,medium,10,150,Only play games,Keep area clean respect elders report problems,Only watch TV,Only sleep
Social Studies,Basic 4,Our Country Ghana - Symbols,What is the capital city of Ghana?,multiple_choice,b,Accra is the capital city of Ghana.,easy,10,30,Kumasi,Accra,Tamale,Cape Coast
Social Studies,Basic 4,Our Country Ghana - Symbols,What are the colors of the Ghana flag?,multiple_choice,c,The Ghana flag has red yellow and green colors with a black star.,medium,10,90,Red white blue,Blue yellow green,Red yellow green,Black white red
Social Studies,Basic 4,Our Country Ghana - Symbols,What is in the center of the Ghana flag?,multiple_choice,d,There is a black star in the center of the Ghana flag.,medium,10,60,Red circle,Yellow circle,Green circle,Black star
Social Studies,Basic 4,Our Country Ghana - Symbols,What does the black star on the flag represent?,multiple_choice,a,The black star represents freedom and unity of African people.,hard,15,120,Freedom and unity of African people,The night sky,A real star,The president
Social Studies,Basic 4,Our Country Ghana - Symbols,What is Ghana's national anthem called?,multiple_choice,c,Ghana's national anthem is called 'God Bless Our Homeland Ghana'.,medium,10,90,Ghana Forever,Our Beautiful Country,'God Bless Our Homeland Ghana',Ghana the Great
Social Studies,Basic 4,Our Country Ghana - Symbols,What language is Ghana's official language?,multiple_choice,d,English is Ghana's official language.,easy,10,45,Twi,Ga,Ewe,English
Social Studies,Basic 4,Our Country Ghana - Symbols,What is Ghana's money called?,multiple_choice,a,Ghana's money is called the Cedi.,medium,10,60,Cedi,Dollar,Naira,Pound
Social Studies,Basic 4,Our Country Ghana - Symbols,When does Ghana celebrate Independence Day?,multiple_choice,c,Ghana celebrates Independence Day on March 6th.,medium,10,75,January 1st,February 24th,March 6th,December 25th
Social Studies,Basic 4,Our Country Ghana - Symbols,What was Ghana called before independence?,multiple_choice,b,Ghana was called the Gold Coast before independence.,medium,10,90,British Ghana,Gold Coast,West Africa,Colonial Ghana
Social Studies,Basic 4,Our Country Ghana - Symbols,What do we call the leader of Ghana?,multiple_choice,a,The leader of Ghana is called the President.,easy,10,60,President,King,Chief,Governor
Social Studies,Basic 4,Our Country Ghana - Location,Which continent is Ghana in?,multiple_choice,c,Ghana is located in Africa.,easy,10,30,Asia,Europe,Africa,America
Social Studies,Basic 4,Our Country Ghana - Location,In which part of Africa is Ghana?,multiple_choice,b,Ghana is in West Africa.,easy,10,45,East Africa,West Africa,North Africa,South Africa
Social Studies,Basic 4,Our Country Ghana - Location,Which ocean is south of Ghana?,multiple_choice,d,The Atlantic Ocean is south of Ghana.,easy,10,45,Indian Ocean,Pacific Ocean,Arctic Ocean,Atlantic Ocean
Social Studies,Basic 4,Our Country Ghana - Location,Which countries are Ghana's neighbors?,multiple_choice,a,Ghana's neighbors are Côte d'Ivoire Burkina Faso and Togo.,medium,10,120,Côte d'Ivoire Burkina Faso Togo,Nigeria Mali Niger,Senegal Guinea Liberia,Benin Chad Cameroon
Social Studies,Basic 4,Our Country Ghana - Location,What is the largest city in Ghana?,multiple_choice,a,Accra is the largest city in Ghana.,easy,10,45,Accra,Kumasi,Tamale,Takoradi
Social Studies,Basic 4,Our Country Ghana - Location,How many regions does Ghana have?,multiple_choice,c,Ghana has 16 regions.,medium,10,60,10,14,16,20
Social Studies,Basic 4,Our Country Ghana - Location,Which region is Kumasi in?,multiple_choice,b,Kumasi is in the Ashanti Region.,medium,10,75,Greater Accra Region,Ashanti Region,Northern Region,Western Region
Social Studies,Basic 4,Our Country Ghana - Location,What type of climate does Ghana have?,multiple_choice,d,Ghana has a tropical climate with hot and wet seasons.,medium,10,75,Desert climate,Cold climate,Mediterranean climate,Tropical climate
Social Studies,Basic 4,Our Country Ghana - Location,What is the longest river in Ghana?,multiple_choice,a,The Volta River is the longest river in Ghana.,medium,10,60,Volta River,Ankobra River,Pra River,Tano River
Social Studies,Basic 4,Our Country Ghana - Location,Which lake is the largest in Ghana?,multiple_choice,c,Lake Volta is the largest lake in Ghana.,medium,10,75,Lake Bosumtwi,Lake Tano,Lake Volta,Lake Weija
Social Studies,Basic 4,Our Country Ghana - People and Culture,What are some major ethnic groups in Ghana?,multiple_choice,d,Major ethnic groups include Akan Ewe Ga Dagomba and others.,hard,15,150,Only Akan,Only Ewe,Only Ga,Akan Ewe Ga Dagomba and others
Social Studies,Basic 4,Our Country Ghana - People and Culture,What is Ghana's traditional cloth called?,multiple_choice,c,Kente is Ghana's traditional cloth.,medium,10,60,Batik,Adinkra,Kente,Bogolan
Social Studies,Basic 4,Our Country Ghana - People and Culture,What are Adinkra symbols?,multiple_choice,b,Adinkra symbols are traditional symbols with special meanings.,medium,10,120,Types of food,Traditional symbols with meanings,Traditional dances,Types of clothing
Social Studies,Basic 4,Our Country Ghana - People and Culture,What is a popular Ghanaian festival?,multiple_choice,a,Homowo is a popular festival celebrated by the Ga people.,medium,10,90,Homowo,Christmas,New Year,Easter
Social Studies,Basic 4,Our Country Ghana - People and Culture,What are some traditional Ghanaian foods?,multiple_choice,d,Traditional foods include fufu banku kenkey and rice.,medium,10,150,Only rice,Only bread,Only foreign foods,Fufu banku kenkey and rice
Social Studies,Basic 4,Our Country Ghana - People and Culture,What role do chiefs play in Ghana?,multiple_choice,c,Chiefs are traditional leaders who help settle disputes and preserve culture.,medium,10,150,Only ceremonial roles,Only collect taxes,Traditional leaders who settle disputes preserve culture,Only make laws
Social Studies,Basic 4,Our Country Ghana - People and Culture,What languages are spoken in Ghana?,multiple_choice,b,English is official but local languages like Twi Ga Ewe are also spoken.,medium,10,150,Only English,English is official plus local languages like Twi Ga Ewe,Only local languages,Only foreign languages
Social Studies,Basic 4,Our Country Ghana - People and Culture,What is the importance of festivals in Ghana?,multiple_choice,a,Festivals celebrate culture bring people together and preserve traditions.,medium,10,150,Celebrate culture bring people together preserve traditions,Only for entertainment,Only for food,Only for dancing
Social Studies,Basic 4,Our Country Ghana - People and Culture,How do Ghanaians show respect to elders?,multiple_choice,c,Ghanaians show respect through special greetings helping elders and listening to advice.,medium,10,150,Only by giving money,Only by avoiding them,Special greetings helping elders listening to advice,Only by being quiet
Social Studies,Basic 4,Our Country Ghana - People and Culture,What are some traditional musical instruments in Ghana?,multiple_choice,d,Traditional instruments include drums talking drums and flutes.,medium,10,150,Only modern instruments,Only foreign instruments,Only electronic instruments,Drums talking drums and flutes
Social Studies,Basic 4,Economic Activities - Farming,What is farming?,multiple_choice,a,Farming is growing crops and keeping animals for food.,easy,10,90,Growing crops and keeping animals for food,Only growing crops,Only keeping animals,Only selling food
Social Studies,Basic 4,Economic Activities - Farming,What crops do farmers grow in Ghana?,multiple_choice,d,Farmers grow cassava yam plantain maize and many others.,medium,10,150,Only cassava,Only yam,Only maize,Cassava yam plantain maize and others
Social Studies,Basic 4,Economic Activities - Farming,What animals do farmers keep?,multiple_choice,c,Farmers keep goats sheep chickens and others.,medium,10,120,Only goats,Only chickens,Goats sheep chickens and others,Only wild animals
Social Studies,Basic 4,Economic Activities - Farming,What tools do farmers use?,multiple_choice,b,Farmers use cutlasses hoes and other farming tools.,medium,10,120,Only hands,Cutlasses hoes and other tools,Only machines,Only sticks
Social Studies,Basic 4,Economic Activities - Farming,Why is farming important?,multiple_choice,a,Farming provides food for people to eat.,easy,10,90,Provides food for people,Only for money,Only for exercise,Only for fun
Social Studies,Basic 4,Economic Activities - Farming,What do plants need to grow well?,multiple_choice,d,Plants need good soil water sunlight and care to grow well.,medium,10,120,Only water,Only soil,Only sunlight,Good soil water sunlight and care
Social Studies,Basic 4,Economic Activities - Farming,What problems do farmers face?,multiple_choice,c,Farmers face problems like drought pests and diseases.,hard,15,150,No problems,Only good weather,Drought pests and diseases,Only too much rain
Social Studies,Basic 4,Economic Activities - Farming,How can we help farmers?,multiple_choice,b,We can help by buying their products and supporting them.,medium,10,150,Only by giving money,Buy their products and support them,Only by working for them,Only by ignoring them
Social Studies,Basic 4,Economic Activities - Farming,What is the difference between food crops and cash crops?,multiple_choice,a,Food crops are grown to eat; cash crops are grown to sell for money.,hard,15,150,Food crops for eating; cash crops for selling,No difference,Food crops are bigger,Cash crops are smaller
Social Studies,Basic 4,Economic Activities - Farming,Which crop is Ghana famous for?,multiple_choice,c,Ghana is famous for cocoa which is used to make chocolate.,medium,10,90,Rice,Wheat,Cocoa,Corn
Social Studies,Basic 4,Economic Activities - Trading,What is trading?,multiple_choice,b,Trading is buying and selling goods.,easy,10,75,Only buying,Buying and selling goods,Only selling,Only making things
Social Studies,Basic 4,Economic Activities - Trading,Where do people trade?,multiple_choice,d,People trade in markets shops and other places.,medium,10,120,Only in markets,Only in shops,Only at home,Markets shops and other places
Social Studies,Basic 4,Economic Activities - Trading,What do traders sell?,multiple_choice,c,Traders sell food clothes and many other things people need.,medium,10,150,Only food,Only clothes,Food clothes and many other things,Only expensive things
Social Studies,Basic 4,Economic Activities - Trading,How do people pay for things?,multiple_choice,a,People pay with money like coins and notes.,medium,10,120,Money like coins and notes,Only with coins,Only with notes,Only by exchanging goods
Social Studies,Basic 4,Economic Activities - Trading,Why is trading important?,multiple_choice,b,Trading helps people get things they need and provides jobs.,medium,10,120,Only for rich people,Helps people get things they need and provides jobs,Only for fun,Only for government
Social Studies,Basic 4,Economic Activities - Trading,What is a market?,multiple_choice,c,A market is a place where people buy and sell goods.,easy,10,75,Only a building,Only a shop,A place where people buy and sell goods,Only for food
Social Studies,Basic 4,Economic Activities - Trading,Who are customers?,multiple_choice,d,Customers are people who buy goods.,easy,10,60,People who sell,People who make goods,People who transport goods,People who buy goods
Social Studies,Basic 4,Economic Activities - Trading,What should traders do to attract customers?,multiple_choice,a,Traders should be honest sell good quality goods and treat customers well.,medium,10,150,Be honest sell good quality treat customers well,Only sell cheap goods,Only sell expensive goods,Only advertise loudly
Social Studies,Basic 4,Economic Activities - Trading,What is the difference between needs and wants?,multiple_choice,b,Needs are things we must have; wants are things we would like to have.,hard,15,150,No difference,Needs are must have; wants are like to have,Needs are expensive; wants are cheap,Needs are big; wants are small
Social Studies,Basic 4,Economic Activities - Trading,How has trading changed over time?,multiple_choice,c,Trading has changed from exchanging goods to using money.,hard,15,180,No change,Only uses money now,From exchanging goods to using money,Only uses mobile money now
