subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
Mathematics,Basic 9,Algebra,What is the coefficient of x in the expression 5x² - 3x + 7?,multiple_choice,b,The coefficient of x is the number multiplying x which is -3.,easy,10,45,5,-3,7,0
Mathematics,Basic 9,Algebra,Simplify: (2x)³,multiple_choice,c,(2x)³ = 2³ × x³ = 8x³.,medium,10,60,6x³,2x³,8x³,8x
Mathematics,Basic 9,Geometry,What is the sum of interior angles of a triangle?,multiple_choice,a,The sum of interior angles of any triangle is always 180°.,easy,10,45,180°,360°,90°,270°
Mathematics,Basic 9,Geometry,In a right-angled triangle if one angle is 30° what is the third angle?,multiple_choice,c,Sum of angles = 180°. So 90° + 30° + third angle = 180°. Third angle = 60°.,medium,10,60,45°,50°,60°,70°
Mathematics,Basic 9,Geometry,What is the area of a rectangle with length 8 cm and width 5 cm?,multiple_choice,b,Area of rectangle = length × width = 8 × 5 = 40 cm².,easy,10,45,35 cm²,40 cm²,45 cm²,50 cm²
Mathematics,Basic 9,Geometry,Find the circumference of a circle with radius 7 cm. (Use π = 22/7),multiple_choice,d,Circumference = 2πr = 2 × (22/7) × 7 = 44 cm.,medium,10,60,22 cm,28 cm,35 cm,44 cm
Mathematics,Basic 9,Geometry,What is the area of a circle with radius 14 cm? (Use π = 22/7),multiple_choice,c,Area = πr² = (22/7) × 14² = (22/7) × 196 = 616 cm².,medium,10,75,308 cm²,440 cm²,616 cm²,784 cm²
Mathematics,Basic 9,Geometry,In a parallelogram if one angle is 70° what is the adjacent angle?,multiple_choice,b,Adjacent angles in a parallelogram are supplementary. So 180° - 70° = 110°.,medium,10,60,70°,110°,140°,290°
Mathematics,Basic 9,Geometry,What is the volume of a cube with side length 4 cm?,multiple_choice,c,Volume of cube = side³ = 4³ = 64 cm³.,easy,10,45,16 cm³,48 cm³,64 cm³,256 cm³
Mathematics,Basic 9,Geometry,Find the area of a triangle with base 12 cm and height 8 cm.,multiple_choice,a,Area of triangle = ½ × base × height = ½ × 12 × 8 = 48 cm².,easy,10,45,48 cm²,96 cm²,20 cm²,40 cm²
Mathematics,Basic 9,Geometry,What type of triangle has all sides equal?,multiple_choice,b,A triangle with all sides equal is called an equilateral triangle.,easy,10,45,Isosceles,Equilateral,Scalene,Right-angled
Mathematics,Basic 9,Geometry,If the diameter of a circle is 20 cm what is its radius?,multiple_choice,a,Radius = diameter ÷ 2 = 20 ÷ 2 = 10 cm.,easy,10,30,10 cm,20 cm,40 cm,5 cm
Mathematics,Basic 9,Statistics,Find the mean of: 5 8 12 15 20,multiple_choice,c,Mean = (5 + 8 + 12 + 15 + 20) ÷ 5 = 60 ÷ 5 = 12.,medium,10,60,10,11,12,13
Mathematics,Basic 9,Statistics,What is the median of: 3 7 9 12 18?,multiple_choice,c,The median is the middle value when arranged in order. The middle value is 9.,medium,10,60,7,8,9,12
Mathematics,Basic 9,Statistics,Find the mode of: 2 3 4 3 5 3 6,multiple_choice,b,The mode is the most frequently occurring value. 3 appears three times.,easy,10,45,2,3,4,5
Mathematics,Basic 9,Statistics,What is the range of: 15 8 23 12 19?,multiple_choice,d,Range = highest value - lowest value = 23 - 8 = 15.,medium,10,60,8,11,12,15
Mathematics,Basic 9,Statistics,In a frequency table if the frequency of a class is 8 and the total frequency is 40 what is the relative frequency?,multiple_choice,a,Relative frequency = frequency ÷ total frequency = 8 ÷ 40 = 0.2.,medium,10,75,0.2,0.25,0.3,0.4
Mathematics,Basic 9,Probability,What is the probability of getting a head when flipping a fair coin?,multiple_choice,b,There are 2 equally likely outcomes (head or tail). P(head) = 1/2.,easy,10,45,1/3,1/2,2/3,1
Mathematics,Basic 9,Probability,A bag contains 5 red balls and 3 blue balls. What is the probability of drawing a red ball?,multiple_choice,c,Total balls = 8. P(red) = number of red balls ÷ total balls = 5/8.,medium,10,60,3/8,3/5,5/8,5/3
Mathematics,Basic 9,Probability,What is the probability of rolling a 6 on a fair six-sided die?,multiple_choice,a,There is 1 favorable outcome out of 6 possible outcomes. P(6) = 1/6.,easy,10,45,1/6,1/3,1/2,2/3
Mathematics,Basic 9,Probability,If two coins are flipped what is the probability of getting two heads?,multiple_choice,b,Possible outcomes: HH HT TH TT. P(two heads) = 1/4.,medium,10,75,1/8,1/4,1/3,1/2
Mathematics,Basic 9,Probability,A card is drawn from a standard deck of 52 cards. What is the probability of drawing a king?,multiple_choice,c,There are 4 kings in a deck of 52 cards. P(king) = 4/52 = 1/13.,medium,10,60,1/52,4/52,1/13,1/4
Mathematics,Basic 9,Mensuration,Find the perimeter of a rectangle with length 15 cm and width 8 cm.,multiple_choice,d,Perimeter = 2(length + width) = 2(15 + 8) = 2(23) = 46 cm.,easy,10,45,23 cm,31 cm,38 cm,46 cm
Mathematics,Basic 9,Mensuration,What is the area of a square with side length 9 cm?,multiple_choice,b,Area of square = side² = 9² = 81 cm².,easy,10,45,18 cm²,81 cm²,36 cm²,72 cm²
Mathematics,Basic 9,Mensuration,Find the volume of a rectangular prism with length 6 cm width 4 cm and height 3 cm.,multiple_choice,c,Volume = length × width × height = 6 × 4 × 3 = 72 cm³.,medium,10,60,24 cm³,48 cm³,72 cm³,144 cm³
Mathematics,Basic 9,Mensuration,What is the surface area of a cube with side length 5 cm?,multiple_choice,d,Surface area = 6 × side² = 6 × 5² = 6 × 25 = 150 cm².,medium,10,75,25 cm²,75 cm²,125 cm²,150 cm²
Mathematics,Basic 9,Mensuration,Find the area of a trapezium with parallel sides 8 cm and 12 cm and height 5 cm.,multiple_choice,a,Area = ½ × (sum of parallel sides) × height = ½ × (8 + 12) × 5 = 50 cm².,medium,10,75,50 cm²,60 cm²,100 cm²,120 cm²
Mathematics,Basic 9,Coordinate Geometry,What is the distance between points (0 0) and (3 4)?,multiple_choice,c,Distance = √[(3-0)² + (4-0)²] = √[9 + 16] = √25 = 5.,medium,10,75,3,4,5,7
Mathematics,Basic 9,Coordinate Geometry,Find the midpoint of the line segment joining (2 4) and (6 8).,multiple_choice,b,Midpoint = ((2+6)/2 (4+8)/2) = (4 6).,medium,10,75,(3 5),(4 6),(5 7),(8 12)
Mathematics,Basic 9,Coordinate Geometry,What is the gradient of the line passing through (1 2) and (3 8)?,multiple_choice,c,Gradient = (y₂ - y₁)/(x₂ - x₁) = (8 - 2)/(3 - 1) = 6/2 = 3.,medium,10,75,2,2.5,3,4
Mathematics,Basic 9,Coordinate Geometry,In which quadrant is the point (-3 5) located?,multiple_choice,b,Point (-3 5) has negative x-coordinate and positive y-coordinate so it's in Quadrant II.,medium,10,60,Quadrant I,Quadrant II,Quadrant III,Quadrant IV
Mathematics,Basic 9,Coordinate Geometry,What is the equation of a line with gradient 2 passing through the origin?,multiple_choice,a,Line through origin with gradient m has equation y = mx. So y = 2x.,medium,10,60,y = 2x,y = x + 2,y = 2x + 1,x = 2y
Mathematics,Basic 9,Trigonometry,In a right-angled triangle what is sin 30°?,multiple_choice,a,sin 30° = 1/2. This is a standard trigonometric ratio.,medium,10,60,1/2,√3/2,√2/2,1
Mathematics,Basic 9,Trigonometry,What is cos 60°?,multiple_choice,a,cos 60° = 1/2. This is a standard trigonometric ratio.,medium,10,60,1/2,√3/2,√2/2,1
Mathematics,Basic 9,Trigonometry,In a right triangle if the opposite side is 3 and the hypotenuse is 5 what is sin θ?,multiple_choice,c,sin θ = opposite/hypotenuse = 3/5.,medium,10,60,5/3,3/4,3/5,4/5
Mathematics,Basic 9,Trigonometry,What is tan 45°?,multiple_choice,d,tan 45° = 1. This is a standard trigonometric ratio.,medium,10,60,1/2,√3/2,√2/2,1
Mathematics,Basic 9,Trigonometry,If cos θ = 4/5 what is sin θ? (θ is acute),multiple_choice,b,Using Pythagoras: sin²θ + cos²θ = 1. So sin²θ = 1 - (4/5)² = 9/25. Therefore sin θ = 3/5.,hard,15,90,4/5,3/5,5/4,5/3
Mathematics,Basic 9,Ratio and Proportion,Express the ratio 15:20 in its simplest form.,multiple_choice,c,Divide both terms by their HCF (5): 15÷5 : 20÷5 = 3:4.,medium,10,60,5:4,4:5,3:4,15:20
Mathematics,Basic 9,Ratio and Proportion,If x:y = 2:3 and y = 12 what is the value of x?,multiple_choice,a,If x:y = 2:3 then x/y = 2/3. So x = (2/3) × 12 = 8.,medium,10,60,8,9,10,18
Mathematics,Basic 9,Ratio and Proportion,Three numbers are in the ratio 2:3:5. If their sum is 40 find the largest number.,multiple_choice,d,Let the numbers be 2x 3x and 5x. Then 2x + 3x + 5x = 40. So 10x = 40 and x = 4. Largest number = 5x = 20.,medium,10,75,8,12,16,20
Mathematics,Basic 9,Ratio and Proportion,If 5 books cost GH¢ 25 how much will 8 books cost?,multiple_choice,c,Cost per book = 25 ÷ 5 = GH¢ 5. Cost of 8 books = 8 × 5 = GH¢ 40.,easy,10,60,GH¢ 30,GH¢ 35,GH¢ 40,GH¢ 45
Mathematics,Basic 9,Ratio and Proportion,A map scale is 1:50000. If the distance on the map is 4 cm what is the actual distance?,multiple_choice,b,Actual distance = 4 × 50000 = 200000 cm = 2000 m = 2 km.,medium,10,75,1 km,2 km,3 km,4 km
Mathematics,Basic 9,Percentages,What is 15% of 200?,multiple_choice,a,15% of 200 = (15/100) × 200 = 30.,easy,10,45,30,35,40,45
Mathematics,Basic 9,Percentages,A shirt originally costs GH¢ 80. If there's a 25% discount what is the sale price?,multiple_choice,c,Discount = 25% of 80 = 20. Sale price = 80 - 20 = GH¢ 60.,medium,10,60,GH¢ 55,GH¢ 65,GH¢ 60,GH¢ 70
Mathematics,Basic 9,Percentages,If a student scores 36 out of 45 what is the percentage score?,multiple_choice,d,Percentage = (36/45) × 100% = 80%.,medium,10,60,75%,78%,82%,80%
Mathematics,Basic 9,Percentages,The population of a town increased from 5000 to 6000. What is the percentage increase?,multiple_choice,b,Increase = 6000 - 5000 = 1000. Percentage increase = (1000/5000) × 100% = 20%.,medium,10,75,15%,20%,25%,30%
Mathematics,Basic 9,Percentages,If 20% of a number is 15 what is the number?,multiple_choice,c,Let the number be x. Then 20% of x = 15. So 0.2x = 15 and x = 75.,medium,10,60,60,70,75,80
Mathematics,Basic 9,Simple Interest,Find the simple interest on GH¢ 500 at 8% per annum for 3 years.,multiple_choice,b,Simple Interest = (P × R × T)/100 = (500 × 8 × 3)/100 = GH¢ 120.,medium,10,75,GH¢ 100,GH¢ 120,GH¢ 140,GH¢ 160
Mathematics,Basic 9,Simple Interest,What is the amount after 2 years if GH¢ 1000 is invested at 5% simple interest per annum?,multiple_choice,c,SI = (1000 × 5 × 2)/100 = GH¢ 100. Amount = Principal + SI = 1000 + 100 = GH¢ 1100.,medium,10,75,GH¢ 1050,GH¢ 1080,GH¢ 1100,GH¢ 1200
Mathematics,Basic 9,Simple Interest,At what rate percent per annum will GH¢ 800 amount to GH¢ 920 in 3 years?,multiple_choice,a,SI = 920 - 800 = GH¢ 120. Using SI = PRT/100: 120 = (800 × R × 3)/100. So R = 5%.,medium,10,90,5%,6%,7%,8%
Mathematics,Basic 9,Simple Interest,In how many years will GH¢ 600 double itself at 10% simple interest per annum?,multiple_choice,d,For money to double SI = Principal = GH¢ 600. Using SI = PRT/100: 600 = (600 × 10 × T)/100. So T = 10 years.,hard,15,90,5 years,8 years,12 years,10 years
Mathematics,Basic 9,Simple Interest,Find the principal if the simple interest for 4 years at 6% per annum is GH¢ 144.,multiple_choice,c,Using SI = PRT/100: 144 = (P × 6 × 4)/100. So P = (144 × 100)/(6 × 4) = GH¢ 600.,medium,10,90,GH¢ 500,GH¢ 550,GH¢ 600,GH¢ 650
Mathematics,Basic 9,Sets,If A = {1 2 3 4} and B = {3 4 5 6} find A ∩ B.,multiple_choice,c,A ∩ B contains elements common to both sets: {3 4}.,medium,10,60,{1 2},{5 6},{3 4},{1 2 3 4 5 6}
Mathematics,Basic 9,Sets,If A = {a b c} and B = {c d e} find A ∪ B.,multiple_choice,d,A ∪ B contains all elements from both sets: {a b c d e}.,medium,10,60,{a b},{c d e},{a b c},{a b c d e}
Mathematics,Basic 9,Sets,If U = {1 2 3 4 5 6} and A = {2 4 6} find A'.,multiple_choice,a,A' (complement of A) contains elements in U but not in A: {1 3 5}.,medium,10,60,{1 3 5},{2 4 6},{1 2 3 4 5 6},{}
Mathematics,Basic 9,Sets,How many subsets does the set {x y z} have?,multiple_choice,c,A set with n elements has 2ⁿ subsets. For 3 elements: 2³ = 8 subsets.,medium,10,75,6,7,8,9
Mathematics,Basic 9,Sets,If n(A) = 15 n(B) = 12 and n(A ∩ B) = 5 find n(A ∪ B).,multiple_choice,b,Using the formula: n(A ∪ B) = n(A) + n(B) - n(A ∩ B) = 15 + 12 - 5 = 22.,medium,10,75,20,22,27,32
Mathematics,Basic 9,Sequences and Series,Find the next term in the sequence: 2 5 8 11 ...,multiple_choice,c,This is an arithmetic sequence with common difference 3. Next term = 11 + 3 = 14.,medium,10,60,12,13,14,15
Mathematics,Basic 9,Sequences and Series,What is the 10th term of the arithmetic sequence with first term 3 and common difference 4?,multiple_choice,d,Using aₙ = a₁ + (n-1)d: a₁₀ = 3 + (10-1)×4 = 3 + 36 = 39.,medium,10,75,35,37,38,39
Mathematics,Basic 9,Sequences and Series,Find the sum of the first 5 terms of the sequence: 1 3 5 7 9.,multiple_choice,c,Sum = 1 + 3 + 5 + 7 + 9 = 25.,easy,10,60,20,23,25,30
Mathematics,Basic 9,Sequences and Series,In a geometric sequence if the first term is 2 and the common ratio is 3 what is the 4th term?,multiple_choice,d,Using aₙ = a₁ × rⁿ⁻¹: a₄ = 2 × 3³ = 2 × 27 = 54.,medium,10,75,18,24,48,54
Mathematics,Basic 9,Sequences and Series,What is the sum of the first n natural numbers?,multiple_choice,b,The sum of first n natural numbers is n(n+1)/2.,medium,10,60,n²,n(n+1)/2,n(n-1)/2,2n+1
Mathematics,Basic 9,Indices and Logarithms,Simplify: 2⁴ × 2³,multiple_choice,c,Using the law aᵐ × aⁿ = aᵐ⁺ⁿ: 2⁴ × 2³ = 2⁷ = 128.,medium,10,60,2¹²,64,128,256
Mathematics,Basic 9,Indices and Logarithms,What is (3²)³?,multiple_choice,d,Using the law (aᵐ)ⁿ = aᵐⁿ: (3²)³ = 3⁶ = 729.,medium,10,60,27,81,243,729
Mathematics,Basic 9,Indices and Logarithms,Simplify: 5⁶ ÷ 5²,multiple_choice,b,Using the law aᵐ ÷ aⁿ = aᵐ⁻ⁿ: 5⁶ ÷ 5² = 5⁴ = 625.,medium,10,60,125,625,3125,15625
Mathematics,Basic 9,Indices and Logarithms,What is the value of 8^(1/3)?,multiple_choice,a,8^(1/3) = ∛8 = 2 because 2³ = 8.,medium,10,60,2,3,4,8
Mathematics,Basic 9,Indices and Logarithms,If log₁₀ 100 = x what is the value of x?,multiple_choice,b,log₁₀ 100 = x means 10ˣ = 100. Since 10² = 100 x = 2.,medium,10,60,1,2,10,100
Mathematics,Basic 9,Linear Equations,Solve: 4x - 3 = 2x + 7,multiple_choice,c,4x - 2x = 7 + 3. So 2x = 10 and x = 5.,medium,10,60,3,4,5,6
Mathematics,Basic 9,Linear Equations,If 3(x + 2) = 21 what is the value of x?,multiple_choice,b,3(x + 2) = 21. So x + 2 = 7 and x = 5.,medium,10,60,4,5,6,7
Mathematics,Basic 9,Linear Equations,Solve the simultaneous equations: x + y = 8 and x - y = 2,multiple_choice,a,Adding the equations: 2x = 10 so x = 5. Substituting: 5 + y = 8 so y = 3.,medium,10,90,x = 5 y = 3,x = 4 y = 4,x = 6 y = 2,x = 3 y = 5
Mathematics,Basic 9,Linear Equations,What is the solution to 2x + 3y = 12 when x = 3?,multiple_choice,c,Substituting x = 3: 2(3) + 3y = 12. So 6 + 3y = 12 and 3y = 6. Therefore y = 2.,medium,10,60,y = 1,y = 1.5,y = 2,y = 3
Mathematics,Basic 9,Linear Equations,Solve: (x + 1)/2 = 5,multiple_choice,d,Multiply both sides by 2: x + 1 = 10. Therefore x = 9.,medium,10,60,8,8.5,9.5,9
Mathematics,Basic 9,Quadratic Equations,Solve: x² - 5x + 6 = 0,multiple_choice,b,Factoring: (x - 2)(x - 3) = 0. So x = 2 or x = 3.,hard,15,90,x = 1 or x = 6,x = 2 or x = 3,x = -2 or x = -3,x = 5 or x = 6
Mathematics,Basic 9,Quadratic Equations,What are the roots of x² - 4 = 0?,multiple_choice,a,x² = 4 so x = ±2.,medium,10,60,x = ±2,x = ±4,x = 2 only,x = 4 only
Mathematics,Basic 9,Quadratic Equations,Expand: (x + 3)²,multiple_choice,c,Using (a + b)² = a² + 2ab + b²: (x + 3)² = x² + 6x + 9.,medium,10,60,x² + 3x + 9,x² + 9,x² + 6x + 9,x² + 3x + 6
Mathematics,Basic 9,Quadratic Equations,What is the discriminant of x² + 2x - 3 = 0?,multiple_choice,d,Discriminant = b² - 4ac = 2² - 4(1)(-3) = 4 + 12 = 16.,hard,15,75,4,8,12,16
Mathematics,Basic 9,Quadratic Equations,If x² + px + 12 = 0 has roots 3 and 4 what is the value of p?,multiple_choice,a,Sum of roots = -p/1 = -(p). Since roots are 3 and 4: 3 + 4 = 7 = -p. So p = -7.,hard,15,90,-7,7,-12,12
Mathematics,Basic 9,Functions,If f(x) = 2x + 3 what is f(4)?,multiple_choice,c,f(4) = 2(4) + 3 = 8 + 3 = 11.,easy,10,45,9,10,11,12
Mathematics,Basic 9,Functions,If g(x) = x² - 1 what is g(-2)?,multiple_choice,b,g(-2) = (-2)² - 1 = 4 - 1 = 3.,medium,10,60,2,3,4,5
Mathematics,Basic 9,Functions,What is the domain of f(x) = 1/(x - 2)?,multiple_choice,c,The function is undefined when x - 2 = 0 i.e. when x = 2. So domain is all real numbers except x = 2.,medium,10,75,All real numbers,x > 2,All real numbers except x = 2,x < 2
Mathematics,Basic 9,Functions,If h(x) = 3x - 5 and h(a) = 10 what is the value of a?,multiple_choice,d,h(a) = 3a - 5 = 10. So 3a = 15 and a = 5.,medium,10,60,3,4,4.5,5
Mathematics,Basic 9,Functions,What is the inverse of f(x) = 2x + 1?,multiple_choice,a,Let y = 2x + 1. Then x = (y - 1)/2. So f⁻¹(x) = (x - 1)/2.,hard,15,90,(x - 1)/2,(x + 1)/2,2x - 1,2x + 1
Mathematics,Basic 9,Matrices,What is the order of the matrix [1 2 3; 4 5 6]?,multiple_choice,b,The matrix has 2 rows and 3 columns so its order is 2 × 3.,easy,10,45,3 × 2,2 × 3,2 × 2,3 × 3
Mathematics,Basic 9,Matrices,Find the sum: [1 2] + [3 4] = ?,multiple_choice,c,Add corresponding elements: [1+3 2+4] = [4 6].,medium,10,60,[4 2],[1 6],[4 6],[3 2]
Mathematics,Basic 9,Matrices,What is the determinant of [2 3; 1 4]?,multiple_choice,d,Determinant = (2×4) - (3×1) = 8 - 3 = 5.,medium,10,75,2,3,4,5
Mathematics,Basic 9,Matrices,Multiply: [2 1] × [3; 4] = ?,multiple_choice,a,Matrix multiplication: (2×3) + (1×4) = 6 + 4 = 10.,medium,10,75,10,11,12,14
Mathematics,Basic 9,Matrices,What is the transpose of [1 2; 3 4]?,multiple_choice,b,Transpose interchanges rows and columns: [1 3; 2 4].,medium,10,60,[1 2; 3 4],[1 3; 2 4],[4 3; 2 1],[2 1; 4 3]
Mathematics,Basic 9,Transformations,What happens to the point (3 2) under the translation vector [2; -1]?,multiple_choice,c,New position = (3+2 2+(-1)) = (5 1).,medium,10,60,(1 3),(2 -1),(5 1),(3 2)
Mathematics,Basic 9,Transformations,Under a reflection in the x-axis what is the image of point (4 -3)?,multiple_choice,b,Reflection in x-axis changes (x y) to (x -y). So (4 -3) becomes (4 3).,medium,10,60,(-4 -3),(4 3),(-4 3),(4 -3)
Mathematics,Basic 9,Transformations,What is the image of (2 1) under a rotation of 90° anticlockwise about the origin?,multiple_choice,a,90° anticlockwise rotation: (x y) → (-y x). So (2 1) → (-1 2).,hard,15,75,(-1 2),(1 -2),(2 -1),(-2 1)
Mathematics,Basic 9,Transformations,Under an enlargement scale factor 2 center origin what is the image of (3 4)?,multiple_choice,d,Enlargement multiplies coordinates by scale factor: (3×2 4×2) = (6 8).,medium,10,60,(1.5 2),(3 4),(5 6),(6 8)
Mathematics,Basic 9,Transformations,What type of transformation maps triangle ABC to triangle A'B'C' if all corresponding sides are equal?,multiple_choice,b,If all corresponding sides are equal the transformation preserves size and shape - this is an isometry (reflection rotation or translation).,medium,10,75,Enlargement,Isometry,Shear,Stretch
Mathematics,Basic 9,Vectors,Express the vector from A(1 2) to B(4 6) in component form.,multiple_choice,c,Vector AB = B - A = (4-1 6-2) = (3 4).,medium,10,60,(1 2),(4 6),(3 4),(5 8)
Mathematics,Basic 9,Vectors,What is the magnitude of vector (3 4)?,multiple_choice,c,Magnitude = √(3² + 4²) = √(9 + 16) = √25 = 5.,medium,10,60,3,4,5,7
Mathematics,Basic 9,Vectors,Find the sum of vectors (2 3) and (1 -2).,multiple_choice,a,Vector addition: (2+1 3+(-2)) = (3 1).,easy,10,45,(3 1),(1 5),(2 -2),(3 -1)
Mathematics,Basic 9,Vectors,What is the unit vector in the direction of (6 8)?,multiple_choice,b,Magnitude = √(6² + 8²) = 10. Unit vector = (6/10 8/10) = (0.6 0.8).,hard,15,90,(0.5 0.5),(0.6 0.8),(0.75 1),(1 1)
Mathematics,Basic 9,Vectors,If vector a = (2 1) and vector b = (3 4) find 2a + b.,multiple_choice,d,2a = 2(2 1) = (4 2). Then 2a + b = (4 2) + (3 4) = (7 6).,medium,10,75,(5 5),(6 7),(8 5),(7 6)
Mathematics,Basic 9,Inequalities,Solve: 3x + 2 < 14,multiple_choice,c,3x < 14 - 2 = 12. Therefore x < 4.,medium,10,60,x < 2,x < 3,x < 4,x < 5
Mathematics,Basic 9,Inequalities,Which values of x satisfy -2 ≤ x < 3?,multiple_choice,b,x can be -2 -1 0 1 or 2 (including -2 but excluding 3).,medium,10,60,{-1 0 1 2},{-2 -1 0 1 2},{-2 -1 0 1 2 3},{-3 -2 -1 0 1 2}
Mathematics,Basic 9,Inequalities,Solve: 2x - 1 ≥ 5,multiple_choice,d,2x ≥ 5 + 1 = 6. Therefore x ≥ 3.,medium,10,60,x ≥ 2,x ≥ 2.5,x ≥ 2.8,x ≥ 3
Mathematics,Basic 9,Inequalities,What is the solution to |x| < 5?,multiple_choice,a,|x| < 5 means -5 < x < 5.,medium,10,75,-5 < x < 5,x < 5,x > -5,x ≠ 5
Mathematics,Basic 9,Inequalities,Solve: x² - 4 > 0,multiple_choice,c,x² > 4 means x > 2 or x < -2.,hard,15,90,x > 4,x < 4,x > 2 or x < -2,x > -2 and x < 2
Mathematics,Basic 9,Graphs,What is the y-intercept of the line y = 2x + 5?,multiple_choice,d,The y-intercept occurs when x = 0. So y = 2(0) + 5 = 5.,easy,10,45,0,2,3,5
Mathematics,Basic 9,Graphs,What is the gradient of the line y = -3x + 7?,multiple_choice,a,In the form y = mx + c the gradient is m = -3.,easy,10,45,-3,3,7,-7
Mathematics,Basic 9,Graphs,At which point does the line y = x + 2 cross the x-axis?,multiple_choice,b,At x-axis y = 0. So 0 = x + 2 and x = -2. Point is (-2 0).,medium,10,60,(0 2),(-2 0),(2 0),(0 -2)
Mathematics,Basic 9,Graphs,What is the equation of a line parallel to y = 2x + 1 passing through (0 3)?,multiple_choice,c,Parallel lines have same gradient. So equation is y = 2x + 3.,medium,10,75,y = 2x + 1,y = x + 3,y = 2x + 3,y = 3x + 2
Mathematics,Basic 9,Graphs,Find the equation of the line passing through (1 2) and (3 8).,multiple_choice,d,Gradient = (8-2)/(3-1) = 3. Using y - y₁ = m(x - x₁): y - 2 = 3(x - 1). So y = 3x - 1.,hard,15,90,y = 3x + 2,y = 2x + 3,y = x + 1,y = 3x - 1
Mathematics,Basic 9,Circle Geometry,What is the relationship between the radius and diameter of a circle?,multiple_choice,b,The diameter is twice the radius: d = 2r.,easy,10,30,d = r,d = 2r,d = r²,d = πr
Mathematics,Basic 9,Circle Geometry,What is the angle in a semicircle?,multiple_choice,c,The angle in a semicircle is always 90°.,medium,10,45,45°,60°,90°,180°
