subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
Science,Basic 5,Living Things - Animals,What do we call animals that hunt other animals?,multiple_choice,a,Predators are animals that hunt and eat other animals.,medium,10,75,Predators,Prey,Herbivores,Victims
Science,Basic 5,Living Things - Animals,How do most birds move from place to place?,multiple_choice,c,Most birds use their wings to fly.,easy,10,45,Swimming,Walking,Flying,Crawling
Science,Basic 5,Living Things - Animals,What covers the body of most mammals?,multiple_choice,b,Most mammals have fur or hair on their bodies.,medium,10,60,Scales,Fur or hair,Feathers,Shells
Science,Basic 5,Living Things - Animals,How do mammals feed their babies?,multiple_choice,d,Mammals produce milk to feed their young.,medium,10,75,With insects,With plants,With meat,With milk
Science,Basic 5,Human Body - Body Parts,How many main senses do we have?,multiple_choice,c,We have five main senses: sight hearing smell taste and touch.,easy,10,60,3,4,5,6
Science,Basic 5,Human Body - Body Parts,Which body part do we use to see?,multiple_choice,a,We use our eyes to see things around us.,easy,10,30,Eyes,Ears,Nose,Mouth
Science,Basic 5,Human Body - Body Parts,Which body part do we use to hear?,multiple_choice,b,We use our ears to hear sounds.,easy,10,30,Eyes,Ears,Nose,Mouth
Science,Basic 5,Human Body - Body Parts,Which body part do we use to smell?,multiple_choice,c,We use our nose to smell different things.,easy,10,30,Eyes,Ears,Nose,Mouth
Science,Basic 5,Human Body - Body Parts,Which body part do we use to taste?,multiple_choice,d,We use our mouth and tongue to taste food.,easy,10,45,Eyes,Ears,Nose,Mouth
Science,Basic 5,Human Body - Body Parts,What do we use our skin for?,multiple_choice,b,Our skin helps us feel and touch things.,medium,10,60,Seeing,Feeling and touching,Hearing,Smelling
Science,Basic 5,Human Body - Body Parts,What does the heart do?,multiple_choice,c,The heart pumps blood around our body.,medium,10,75,Helps us think,Helps us breathe,Pumps blood,Digests food
Science,Basic 5,Human Body - Body Parts,What do the lungs do?,multiple_choice,b,The lungs help us breathe air.,medium,10,75,Pump blood,Help us breathe,Digest food,Help us think
Science,Basic 5,Human Body - Body Parts,What does the brain do?,multiple_choice,d,The brain controls our thinking and body movements.,medium,10,90,Pumps blood,Helps us breathe,Digests food,Controls thinking and body
Science,Basic 5,Human Body - Body Parts,What do bones do for our body?,multiple_choice,a,Bones give our body shape and support.,medium,10,75,Give body shape and support,Help us breathe,Digest food,Make blood
Science,Basic 5,Health and Hygiene,Why should we wash our hands?,multiple_choice,c,Washing hands removes germs and keeps us healthy.,medium,10,90,To make them soft,To make them smell good,To remove germs and stay healthy,To make them look clean
Science,Basic 5,Health and Hygiene,How often should we brush our teeth?,multiple_choice,b,We should brush our teeth at least twice a day.,medium,10,60,Once a week,Twice a day,Once a month,Only when they hurt
Science,Basic 5,Health and Hygiene,Why should we eat fruits and vegetables?,multiple_choice,d,Fruits and vegetables give us vitamins and keep us healthy.,medium,10,120,They taste good,They are colorful,They are cheap,They give us vitamins and keep us healthy
Science,Basic 5,Health and Hygiene,What should we do before eating?,multiple_choice,a,We should wash our hands before eating to remove germs.,medium,10,75,Wash our hands,Brush our teeth,Take a bath,Comb our hair
Science,Basic 5,Health and Hygiene,Why do we need to sleep?,multiple_choice,c,Sleep helps our body rest and grow.,medium,10,90,To pass time,To avoid work,To rest and grow,To dream
Science,Basic 5,Health and Hygiene,What happens if we don't drink enough water?,multiple_choice,b,Not drinking enough water makes us sick and weak.,medium,10,120,Nothing happens,We become sick and weak,We become stronger,We grow taller
Science,Basic 5,Health and Hygiene,Why should we exercise?,multiple_choice,d,Exercise keeps our body strong and healthy.,medium,10,90,To get tired,To waste time,To show off,To keep our body strong and healthy
Science,Basic 5,Health and Hygiene,What should we do when we cough or sneeze?,multiple_choice,c,We should cover our mouth and nose to stop germs spreading.,medium,10,90,Nothing special,Cough loudly,Cover our mouth and nose,Run away
Science,Basic 5,Health and Hygiene,Why should we keep our surroundings clean?,multiple_choice,a,Clean surroundings prevent diseases and keep us healthy.,medium,10,120,To prevent diseases and stay healthy,To look good,To impress others,To follow rules
Science,Basic 5,Health and Hygiene,What should we wear to protect our feet?,multiple_choice,b,We should wear shoes to protect our feet from dirt and injury.,easy,10,60,Gloves,Shoes,Hats,Glasses
Science,Basic 5,Matter and Materials,What are the three main states of matter?,multiple_choice,c,The three states of matter are solid liquid and gas.,medium,10,75,Hot warm cold,Big medium small,Solid liquid gas,Hard soft smooth
Science,Basic 5,Matter and Materials,What happens to water when it gets very cold?,multiple_choice,a,When water gets very cold it becomes ice (solid).,easy,10,60,It becomes ice,It becomes gas,It disappears,It becomes hot
Science,Basic 5,Matter and Materials,What happens to water when it gets very hot?,multiple_choice,b,When water gets very hot it becomes steam (gas).,medium,10,75,It becomes ice,It becomes steam,It becomes solid,It changes color
Science,Basic 5,Matter and Materials,Which of these is a solid?,multiple_choice,c,A stone is solid because it keeps its shape.,easy,10,45,Water,Air,Stone,Steam
Science,Basic 5,Matter and Materials,Which of these is a liquid?,multiple_choice,a,Water is liquid because it flows and takes the shape of its container.,easy,10,45,Water,Ice,Wood,Air
Science,Basic 5,Matter and Materials,Which of these is a gas?,multiple_choice,d,Air is gas because we cannot see it but we can feel it.,easy,10,45,Water,Ice,Wood,Air
Science,Basic 5,Matter and Materials,What happens to things when they get hot?,multiple_choice,b,Most things get bigger (expand) when they get hot.,medium,10,75,They get smaller,They get bigger,They disappear,They change color
Science,Basic 5,Matter and Materials,What happens to things when they get cold?,multiple_choice,a,Most things get smaller (contract) when they get cold.,medium,10,75,They get smaller,They get bigger,They disappear,They change color
Science,Basic 5,Matter and Materials,Which material is attracted to a magnet?,multiple_choice,c,Iron and steel are attracted to magnets.,medium,10,60,Wood,Plastic,Iron,Glass
Science,Basic 5,Matter and Materials,Which material does not let electricity pass through easily?,multiple_choice,b,Rubber does not let electricity pass through easily making it safe.,hard,15,90,Metal,Rubber,Water,Wire
Science,Basic 5,Forces and Motion,What is a force?,multiple_choice,b,A force is a push or pull that can make things move.,medium,10,75,Only a push,A push or a pull,Only a pull,A type of energy
Science,Basic 5,Forces and Motion,What happens when you push a toy car?,multiple_choice,c,Pushing a toy car makes it move forward.,easy,10,60,Nothing,It disappears,It moves,It changes color
Science,Basic 5,Forces and Motion,What force pulls things down to the ground?,multiple_choice,d,Gravity is the force that pulls everything toward the Earth.,medium,10,75,Magnetism,Electricity,Friction,Gravity
Science,Basic 5,Forces and Motion,What happens when you drop a ball?,multiple_choice,a,When you drop a ball gravity pulls it down to the ground.,medium,10,75,It falls down,It goes up,It stays in air,It disappears
Science,Basic 5,Forces and Motion,Why is it harder to push a heavy box than a light box?,multiple_choice,b,Heavy things need more force to move them.,medium,10,90,The color,The weight,The size,The shape
Science,Basic 5,Forces and Motion,What slows down a rolling ball?,multiple_choice,c,Friction between the ball and ground slows it down.,hard,15,90,Gravity,Magnetism,Friction,Electricity
Science,Basic 5,Forces and Motion,What do we call the force that stops things from moving easily?,multiple_choice,c,Friction is the force that makes it hard for things to slide or roll.,hard,15,90,Gravity,Magnetism,Friction,Electricity
Science,Basic 5,Forces and Motion,What happens when you stop pushing a moving toy?,multiple_choice,d,When you stop pushing friction makes the toy slow down and stop.,medium,10,120,It moves faster,It changes direction,It goes up,It slows down and stops
Science,Basic 5,Forces and Motion,Which surface would a ball roll further on?,multiple_choice,a,A ball rolls further on smooth surfaces because there is less friction.,medium,10,90,Smooth surface,Rough surface,Soft surface,Sticky surface
Science,Basic 5,Forces and Motion,What makes a bicycle move?,multiple_choice,b,Pedaling applies force that makes the bicycle move.,easy,10,60,Wind,Pedaling,Gravity,Magnetism
Science,Basic 5,Light and Sound,What do we need to see things?,multiple_choice,a,We need light to see things around us.,medium,10,75,Light,Sound,Heat,Air
Science,Basic 5,Light and Sound,What happens when light hits a mirror?,multiple_choice,b,Light bounces back when it hits a mirror.,medium,10,75,It disappears,It bounces back,It goes through,It changes color
Science,Basic 5,Light and Sound,Which object makes its own light?,multiple_choice,c,The sun makes its own light unlike the moon which reflects light.,medium,10,60,Moon,Mirror,Sun,Book
Science,Basic 5,Light and Sound,What is the dark area behind an object when light shines on it?,multiple_choice,d,A shadow is formed when an object blocks light.,easy,10,75,Reflection,Light,Mirror,Shadow
Science,Basic 5,Light and Sound,How is sound made?,multiple_choice,c,Sound is made when things vibrate or shake.,hard,15,90,By light,By heat,By vibrations,By electricity
Science,Basic 5,Light and Sound,What do we use to hear sounds?,multiple_choice,a,We use our ears to hear sounds.,easy,10,30,Ears,Eyes,Nose,Mouth
Science,Basic 5,Light and Sound,Which travels faster light or sound?,multiple_choice,a,Light travels much faster than sound.,hard,15,120,Light,Sound,They travel at same speed,Neither travels
Science,Basic 5,Light and Sound,What makes different sounds?,multiple_choice,c,Different things vibrating in different ways make different sounds.,hard,15,90,Light,Heat,Different vibrations,Electricity
Science,Basic 5,Light and Sound,Why can we see ourselves in a mirror?,multiple_choice,b,Light bounces off us and then bounces back from the mirror to our eyes.,medium,10,120,Mirrors are magic,Light bounces off us and back from mirror,Mirrors create images,We glow in the dark
Science,Basic 5,Light and Sound,Can sound travel through empty space?,multiple_choice,d,Sound cannot travel through empty space because it needs air or other materials.,hard,15,120,Yes always,Yes sometimes,Yes but slowly,No it cannot
Science,Basic 5,Weather and Climate,What causes day and night?,multiple_choice,c,Day and night happen because the Earth spins around.,hard,15,120,The moon,The stars,The Earth spinning,The clouds
Science,Basic 5,Weather and Climate,When is it usually hottest during the day?,multiple_choice,b,It is usually hottest around midday when the sun is highest.,medium,10,60,Morning,Midday,Evening,Night
Science,Basic 5,Weather and Climate,What do we call water that falls from clouds?,multiple_choice,c,Rain is water that falls from clouds.,easy,10,45,Snow,Hail,Rain,Fog
Science,Basic 5,Weather and Climate,What happens to water when the sun shines on it?,multiple_choice,a,Water evaporates (turns into water vapor) when the sun heats it.,medium,10,90,It evaporates,It freezes,It becomes solid,It changes color
Science,Basic 5,Weather and Climate,What are clouds made of?,multiple_choice,b,Clouds are made of tiny water droplets floating in the air.,medium,10,90,Smoke,Water droplets,Dust,Air only
Science,Basic 5,Weather and Climate,Which season comes after summer?,multiple_choice,c,Autumn (fall) comes after summer.,easy,10,45,Spring,Winter,Autumn,Summer
Science,Basic 5,Weather and Climate,What do we use to measure how hot or cold it is?,multiple_choice,d,We use a thermometer to measure temperature.,medium,10,60,Ruler,Scale,Clock,Thermometer
Science,Basic 5,Weather and Climate,What causes wind?,multiple_choice,a,Wind is caused by air moving from one place to another.,hard,15,120,Moving air,Moving water,Moving earth,Moving fire
Science,Basic 5,Weather and Climate,What do we call a very strong wind?,multiple_choice,b,A storm has very strong winds that can be dangerous.,medium,10,75,Breeze,Storm,Drizzle,Fog
Science,Basic 5,Weather and Climate,Why do we have different seasons?,multiple_choice,c,We have different seasons because the Earth tilts as it goes around the sun.,hard,15,150,Earth moves closer to sun,Earth moves away from sun,Earth tilts as it goes around sun,The moon changes position
Science,Basic 5,Simple Tools,What is a simple tool?,multiple_choice,b,A simple tool is something that makes work easier for us.,medium,10,90,A complex machine,Something that makes work easier,An electric device,A computer
Science,Basic 5,Simple Tools,Which of these is an example of a lever?,multiple_choice,c,A seesaw is a lever that helps lift things.,medium,10,75,Wheel,Screw,Seesaw,Rope
Science,Basic 5,Simple Tools,What is a ramp used for?,multiple_choice,d,A ramp makes it easier to move things to higher places.,medium,10,90,To make things fall,To make things spin,To make things stop,To move things to higher places
Science,Basic 5,Simple Tools,What simple tool is used to lift a flag?,multiple_choice,b,A pulley is used to lift flags up flagpoles.,medium,10,75,Lever,Pulley,Wedge,Screw
Science,Basic 5,Simple Tools,Which simple tool is a knife?,multiple_choice,c,A knife is a wedge that cuts by being thin and sharp.,medium,10,75,Lever,Pulley,Wedge,Wheel
Science,Basic 5,Simple Tools,What simple tool is found on a bicycle?,multiple_choice,d,A bicycle has wheels that help it move.,easy,10,60,Lever,Pulley,Wedge,Wheel
Science,Basic 5,Simple Tools,How do simple tools help us?,multiple_choice,a,Simple tools make our work easier and faster.,medium,10,120,They make work easier,They make work harder,They make work slower,They make work impossible
Science,Basic 5,Simple Tools,What is the turning point of a seesaw called?,multiple_choice,b,The fulcrum is the point where a seesaw balances and turns.,hard,15,90,Load,Fulcrum,Effort,Handle
Science,Basic 5,Simple Tools,Which simple tool would help you move a heavy box up to a truck?,multiple_choice,c,A ramp (inclined plane) makes it easier to move heavy things up.,medium,10,120,Lever,Pulley,Ramp,Wedge
Science,Basic 5,Simple Tools,What simple tool is a bottle opener?,multiple_choice,a,A bottle opener is a type of lever that helps remove bottle caps.,hard,15,90,Lever,Pulley,Wedge,Ramp
